clip_id,dasakam,verse,half,split,audio_path,text_path,text_devanagari,duration_s,sample_rate,channels,bit_depth,model_characters,characters_per_s,issues,decoded_frames,peak_dbfs,rms_dbfs,dc_offset,clipped_fraction,leading_silence_s,trailing_silence_s,silent_window_fraction,stereo_correlation,stereo_difference_dbfs,text_clean,text_model_kannada,slp1,syllables,line_scans_json,model_oov,analysis_issues
nar_001_006_1,1,6,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.6.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.6.1.txt,तत्ते प्रत्यग्रधाराधरललितकलायावलीकेलिकारं लावण्यस्यैकसारं सुकृतिजनदृशां पूर्णपुण्यावतारम् ।,15.88288,44100,2,16,85,5.3517,,700435,-6.874,-21.221,-6.6e-06,0.0,0.04,0.46,0.27834,0.999999,-81.132,तत्ते प्रत्यग्रधाराधरललितकलायावलीकेलिकारं लावण्यस्यैकसारं सुकृतिजनदृशां पूर्णपुण्यावतारम् ।,ತತ್ತೇ ಪ್ರತ್ಯಗ್ರಧಾರಾಧರಲಲಿತಕಲಾಯಾವಲೀಕೇಲಿಕಾರಂ ಲಾವಣ್ಯಸ್ಯೈಕಸಾರಂ ಸುಕೃತಿಜನದೃಶಾಂ ಪೂರ್ಣಪುಣ್ಯಾವತಾರಮ್,tatte pratyagraDArADaralalitakalAyAvalIkelikAraM lAvaRyasyEkasAraM sukftijanadfSAM pUrRapuRyAvatAram,42,"[{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""},{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""}]",,
nar_001_006_2,1,6,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.6.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.6.2.txt,लक्ष्मीनिश्शङ्कलीलानिलयनममृतस्यन्दसन्दोहमन्तः सिञ्चत्सञ्चिन्तकानां वपुरनुकलये मारुतागारनाथ ॥,16.622585,44100,2,16,87,5.2338,,733056,-6.55,-21.17,-1.51e-05,0.0,0.06,0.4,0.22142,0.999999,-81.13,लक्ष्मीनिश्शङ्कलीलानिलयनममृतस्यन्दसन्दोहमन्तः सिञ्चत्सञ्चिन्तकानां वपुरनुकलये मारुतागारनाथ ॥,ಲಕ್ಷ್ಮೀನಿಶ್ಶಙ್ಕಲೀಲಾನಿಲಯನಮಮೃತಸ್ಯನ್ದಸನ್ದೋಹಮನ್ತಃ ಸಿಞ್ಚತ್ಸಞ್ಚಿನ್ತಕಾನಾಂ ವಪುರನುಕಲಯೇ ಮಾರುತಾಗಾರನಾಥ,lakzmIniSSaNkalIlAnilayanamamftasyandasandohamantaH siYcatsaYcintakAnAM vapuranukalaye mArutAgAranATa,42,"[{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""},{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""}]",,
nar_001_007_1,1,7,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.7.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.7.1.txt,कष्टा ते सृष्टिचेष्टा बहुतरभवखेदावहा जीवभाजाम् इत्येवं पूर्वमालोचितमजित मया नैवमद्याभिजाने ।,16.337732,44100,2,16,82,5.0191,,720494,-7.322,-21.985,-5.8e-06,0.0,0.18,0.3,0.2402,0.999999,-81.117,कष्टा ते सृष्टिचेष्टा बहुतरभवखेदावहा जीवभाजाम् इत्येवं पूर्वमालोचितमजित मया नैवमद्याभिजाने ।,ಕಷ್ಟಾ ತೇ ಸೃಷ್ಟಿಚೇಷ್ಟಾ ಬಹುತರಭವಖೇದಾವಹಾ ಜೀವಭಾಜಾಮ್ ಇತ್ಯೇವಂ ಪೂರ್ವಮಾಲೋಚಿತಮಜಿತ ಮಯಾ ನೈವಮದ್ಯಾಭಿಜಾನೇ,kazwA te sfzwicezwA bahutaraBavaKedAvahA jIvaBAjAm ityevaM pUrvamAlocitamajita mayA nEvamadyABijAne,42,"[{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""},{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""}]",,
nar_001_007_2,1,7,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.7.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.7.2.txt,नो चेज्जीवाः कथं वा मधुरतरमिदं त्वद्वपुश्चिद्रसार्द्रं नेत्रैः श्रोत्रैश्च पीत्वा परमरससुधाम्भोधिपूरे रमेरन् ॥,17.486327,44100,2,16,98,5.6044,,771147,-6.832,-22.07,-1.14e-05,0.0,0.14,0.52,0.30664,0.999999,-81.14,नो चेज्जीवाः कथं वा मधुरतरमिदं त्वद्वपुश्चिद्रसार्द्रं नेत्रैः श्रोत्रैश्च पीत्वा परमरससुधाम्भोधिपूरे रमेरन् ॥,ನೋ ಚೇಜ್ಜೀವಾಃ ಕಥಂ ವಾ ಮಧುರತರಮಿದಂ ತ್ವದ್ವಪುಶ್ಚಿದ್ರಸಾರ್ದ್ರಂ ನೇತ್ರೈಃ ಶ್ರೋತ್ರೈಶ್ಚ ಪೀತ್ವಾ ಪರಮರಸಸುಧಾಮ್ಭೋಧಿಪೂರೇ ರಮೇರನ್,no cejjIvAH kaTaM vA maDurataramidaM tvadvapuScidrasArdraM netrEH SrotrESca pItvA paramarasasuDAmBoDipUre rameran,42,"[{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""},{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""}]",,
nar_001_008_1,1,8,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.8.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.8.1.txt,नम्राणां सन्निधत्ते सततमपि पुरस्तैरनभ्यर्थितान- (पि+अर्थान्) प्यर्थान् कामानजस्रं वितरति परमानन्दसान्द्रां गतिं च ।,16.170023,44100,2,16,101,6.2461,,713098,-6.891,-21.54,-1.05e-05,0.0,0.5,0.52,0.30446,0.999999,-81.101,नम्राणां सन्निधत्ते सततमपि पुरस्तैरनभ्यर्थितान- (पि+अर्थान्) प्यर्थान् कामानजस्रं वितरति परमानन्दसान्द्रां गतिं च ।,ನಮ್ರಾಣಾಂ ಸನ್ನಿಧತ್ತೇ ಸತತಮಪಿ ಪುರಸ್ತೈರನಭ್ಯರ್ಥಿತಾನ ಪಿ+ಅರ್ಥಾನ್ ಪ್ಯರ್ಥಾನ್ ಕಾಮಾನಜಸ್ರಂ ವಿತರತಿ ಪರಮಾನನ್ದಸಾನ್ದ್ರಾಂ ಗತಿಂ ಚ,namrARAM sanniDatte satatamapi purastEranaByarTitAna pi+arTAn pyarTAn kAmAnajasraM vitarati paramAnandasAndrAM gatiM ca,45,"[{""syllables"":24,""weights"":""GGGGLGGLLLLLLGGLGGLGLLGG"",""meter"":""(24)""},{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""}]",,
nar_001_008_2,1,8,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.8.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.8.2.txt,इत्थं निश्शेषलभ्यो निरवधिकफलः पारिजातो हरे त्वं क्षुद्रं तं शक्रवाटीद्रुममभिलषति व्यर्थमर्थिव्रजोऽयम् ॥,15.878277,44100,2,16,92,5.7941,,700232,-7.127,-22.365,-1.71e-05,0.0,0.04,0.54,0.29004,0.999999,-81.126,इत्थं निश्शेषलभ्यो निरवधिकफलः पारिजातो हरे त्वं क्षुद्रं तं शक्रवाटीद्रुममभिलषति व्यर्थमर्थिव्रजोऽयम् ॥,ಇತ್ಥಂ ನಿಶ್ಶೇಷಲಭ್ಯೋ ನಿರವಧಿಕಫಲಃ ಪಾರಿಜಾತೋ ಹರೇ ತ್ವಂ ಕ್ಷುದ್ರಂ ತಂ ಶಕ್ರವಾಟೀದ್ರುಮಮಭಿಲಷತಿ ವ್ಯರ್ಥಮರ್ಥಿವ್ರಜೋಽಯಮ್,itTaM niSSezalaByo niravaDikaPalaH pArijAto hare tvaM kzudraM taM SakravAwIdrumamaBilazati vyarTamarTivrajoyam,42,"[{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""},{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""}]",,
nar_001_009_1,1,9,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.9.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.9.1.txt,कारुण्यात्काममन्यं ददति खलु परे स्वात्मदस्त्वं विशेषात् ऐश्वर्यादीशतेऽन्ये जगति परजने स्वात्मनोऽपीश्वरस्त्वम् ।,17.284172,44100,2,16,100,5.7856,,762232,-6.806,-21.92,-1.45e-05,0.0,0.28,0.22,0.24074,0.999999,-81.138,कारुण्यात्काममन्यं ददति खलु परे स्वात्मदस्त्वं विशेषात् ऐश्वर्यादीशतेऽन्ये जगति परजने स्वात्मनोऽपीश्वरस्त्वम् ।,ಕಾರುಣ್ಯಾತ್ಕಾಮಮನ್ಯಂ ದದತಿ ಖಲು ಪರೇ ಸ್ವಾತ್ಮದಸ್ತ್ವಂ ವಿಶೇಷಾತ್ ಐಶ್ವರ್ಯಾದೀಶತೇಽನ್ಯೇ ಜಗತಿ ಪರಜನೇ ಸ್ವಾತ್ಮನೋಽಪೀಶ್ವರಸ್ತ್ವಮ್,kAruRyAtkAmamanyaM dadati Kalu pare svAtmadastvaM viSezAt ESvaryAdISatenye jagati parajane svAtmanopISvarastvam,42,"[{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""},{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""}]",,
nar_001_009_2,1,9,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.9.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.9.2.txt,त्वय्युच्चैरारमन्ति प्रतिपदमधुरे चेतनाः स्फीतभाग्याः त्वं चाऽत्माराम एवेत्यतुलगुणगणाधार! शौरे! नमस्ते ॥,17.079705,44100,2,16,91,5.328,,753215,-5.83,-21.523,-1.46e-05,0.0,0.08,0.5,0.23095,0.999999,-81.144,त्वय्युच्चैरारमन्ति प्रतिपदमधुरे चेतनाः स्फीतभाग्याः त्वं चाऽत्माराम एवेत्यतुलगुणगणाधार! शौरे! नमस्ते ॥,ತ್ವಯ್ಯುಚ್ಚೈರಾರಮನ್ತಿ ಪ್ರತಿಪದಮಧುರೇ ಚೇತನಾಃ ಸ್ಫೀತಭಾಗ್ಯಾಃ ತ್ವಂ ಚಾಽತ್ಮಾರಾಮ ಏವೇತ್ಯತುಲಗುಣಗಣಾಧಾರ ಶೌರೇ ನಮಸ್ತೇ,tvayyuccErAramanti pratipadamaDure cetanAH sPItaBAgyAH tvaM cAtmArAma evetyatulaguRagaRADAra SOre namaste,42,"[{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""},{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""}]",,
nar_001_010_1,1,10,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.10.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.10.1.txt,ऐश्वर्यं शङ्करादीश्वरविनियमनं विश्वतेजोहराणां तेजस्संहारि वीर्यं विमलमपि यशो निस्पृहैश्चोपगीतम् ।,16.616848,44100,2,16,88,5.2958,,732803,-6.998,-22.008,-1.71e-05,0.0,0.06,0.26,0.23373,0.999999,-81.142,ऐश्वर्यं शङ्करादीश्वरविनियमनं विश्वतेजोहराणां तेजस्संहारि वीर्यं विमलमपि यशो निस्पृहैश्चोपगीतम् ।,ಐಶ್ವರ್ಯಂ ಶಙ್ಕರಾದೀಶ್ವರವಿನಿಯಮನಂ ವಿಶ್ವತೇಜೋಹರಾಣಾಂ ತೇಜಸ್ಸಂಹಾರಿ ವೀರ್ಯಂ ವಿಮಲಮಪಿ ಯಶೋ ನಿಸ್ಪೃಹೈಶ್ಚೋಪಗೀತಮ್,ESvaryaM SaNkarAdISvaraviniyamanaM viSvatejoharARAM tejassaMhAri vIryaM vimalamapi yaSo nispfhEScopagItam,42,"[{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""},{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""}]",,
nar_001_010_2,1,10,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dasakam 1.10.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 1/Narayaneeyam Dashakam 1.10.2.txt,अङ्गासङ्गा सदा श्रीरखिलविदसि न क्वापि ते सङ्गवार्ता तद्वातागारवासिन्! मुरहर! भगवच्छब्दमुख्याश्रयोऽसि ॥,15.875986,44100,2,16,89,5.606,,700131,-6.158,-20.685,-1.04e-05,0.0,0.28,0.68,0.31274,1.0,-81.141,अङ्गासङ्गा सदा श्रीरखिलविदसि न क्वापि ते सङ्गवार्ता तद्वातागारवासिन्! मुरहर! भगवच्छब्दमुख्याश्रयोऽसि ॥,ಅಙ್ಗಾಸಙ್ಗಾ ಸದಾ ಶ್ರೀರಖಿಲವಿದಸಿ ನ ಕ್ವಾಪಿ ತೇ ಸಙ್ಗವಾರ್ತಾ ತದ್ವಾತಾಗಾರವಾಸಿನ್ ಮುರಹರ ಭಗವಚ್ಛಬ್ದಮುಖ್ಯಾಶ್ರಯೋಽಸಿ,aNgAsaNgA sadA SrIraKilavidasi na kvApi te saNgavArtA tadvAtAgAravAsin murahara BagavacCabdamuKyASrayosi,42,"[{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""},{""syllables"":21,""weights"":""GGGGLGGLLLLLLGGLGGLGG"",""meter"":""sragdharā(21)""}]",,
nar_002_001_1,2,1,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.1.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.1.1.txt,सूर्यस्पर्धिकिरीटमूर्ध्वतिलकप्रोद्भासिफालान्तरं कारुण्याकुलनेत्रमार्द्रहसितोल्लासं सुनासापुटम्।,14.90551,44100,2,16,92,6.1722,,657333,-4.286,-21.423,-1.29e-05,0.0,0.18,0.46,0.25906,0.999999,-81.164,सूर्यस्पर्धिकिरीटमूर्ध्वतिलकप्रोद्भासिफालान्तरं कारुण्याकुलनेत्रमार्द्रहसितोल्लासं सुनासापुटम्।,ಸೂರ್ಯಸ್ಪರ್ಧಿಕಿರೀಟಮೂರ್ಧ್ವತಿಲಕಪ್ರೋದ್ಭಾಸಿಫಾಲಾನ್ತರಂ ಕಾರುಣ್ಯಾಕುಲನೇತ್ರಮಾರ್ದ್ರಹಸಿತೋಲ್ಲಾಸಂ ಸುನಾಸಾಪುಟಮ್,sUryasparDikirIwamUrDvatilakaprodBAsiPAlAntaraM kAruRyAkulanetramArdrahasitollAsaM sunAsApuwam,38,"[{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""},{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""}]",,
nar_002_001_2,2,1,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.1.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.1.2.txt,गण्डोद्यन्मकराभकुण्डलयुगं कण्ठोज्ज्वलत्कौस्तुभं त्वद्रूपं वनमाल्यहारपटलश्रीवत्सदीप्रं भजे ॥,14.804671,44100,2,16,85,5.7414,,652886,-6.43,-21.597,-7.5e-06,0.0,0.1,0.24,0.19189,0.999999,-81.138,गण्डोद्यन्मकराभकुण्डलयुगं कण्ठोज्ज्वलत्कौस्तुभं त्वद्रूपं वनमाल्यहारपटलश्रीवत्सदीप्रं भजे ॥,ಗಣ್ಡೋದ್ಯನ್ಮಕರಾಭಕುಣ್ಡಲಯುಗಂ ಕಣ್ಠೋಜ್ಜ್ವಲತ್ಕೌಸ್ತುಭಂ ತ್ವದ್ರೂಪಂ ವನಮಾಲ್ಯಹಾರಪಟಲಶ್ರೀವತ್ಸದೀಪ್ರಂ ಭಜೇ,gaRqodyanmakarABakuRqalayugaM kaRWojjvalatkOstuBaM tvadrUpaM vanamAlyahArapawalaSrIvatsadIpraM Baje,38,"[{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""},{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""}]",,
nar_002_002_1,2,2,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.2.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.2.1.txt,केयूराङ्गदकङ्कणोत्तममहारत्नाङ्गुलीयाङ्कित- श्रीमद्बाहुचतुष्कसङ्गतगदाशङ्खारिपङ्केरुहाम् ।,15.744286,44100,2,16,85,5.3988,,694323,-6.481,-21.818,-8.8e-06,0.0,0.12,0.46,0.28335,0.999999,-81.152,केयूराङ्गदकङ्कणोत्तममहारत्नाङ्गुलीयाङ्कित- श्रीमद्बाहुचतुष्कसङ्गतगदाशङ्खारिपङ्केरुहाम् ।,ಕೇಯೂರಾಙ್ಗದಕಙ್ಕಣೋತ್ತಮಮಹಾರತ್ನಾಙ್ಗುಲೀಯಾಙ್ಕಿತ ಶ್ರೀಮದ್ಬಾಹುಚತುಷ್ಕಸಙ್ಗತಗದಾಶಙ್ಖಾರಿಪಙ್ಕೇರುಹಾಮ್,keyUrANgadakaNkaRottamamahAratnANgulIyANkita SrImadbAhucatuzkasaNgatagadASaNKAripaNkeruhAm,38,"[{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""},{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""}]",,
nar_002_002_2,2,2,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.2.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.2.2.txt,काञ्चित्काञ्चनकाञ्चिलाञ्छितलसत्पीताम्बरालम्बिनीम् आलम्बे विमलाम्बुजद्युतिपदां मूर्तिं तवार्तिच्छिदम् ॥,16.537234,44100,2,16,96,5.8051,,729292,-6.707,-22.876,-5.6e-06,0.0,0.1,0.6,0.2615,0.999999,-81.119,काञ्चित्काञ्चनकाञ्चिलाञ्छितलसत्पीताम्बरालम्बिनीम् आलम्बे विमलाम्बुजद्युतिपदां मूर्तिं तवार्तिच्छिदम् ॥,ಕಾಞ್ಚಿತ್ಕಾಞ್ಚನಕಾಞ್ಚಿಲಾಞ್ಛಿತಲಸತ್ಪೀತಾಮ್ಬರಾಲಮ್ಬಿನೀಮ್ ಆಲಮ್ಬೇ ವಿಮಲಾಮ್ಬುಜದ್ಯುತಿಪದಾಂ ಮೂರ್ತಿಂ ತವಾರ್ತಿಚ್ಛಿದಮ್,kAYcitkAYcanakAYcilAYCitalasatpItAmbarAlambinIm Alambe vimalAmbujadyutipadAM mUrtiM tavArticCidam,38,"[{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""},{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""}]",,
nar_002_003_1,2,3,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.3.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.3.1.txt,यत्त्रैलोक्यमहीयसोऽपि महितं सम्मोहनं मोहनात् कान्तं कान्तिनिधानतोऽपि मधुरं माधुर्यधुर्यादपि ।,15.670952,44100,2,16,84,5.3602,,691089,-5.736,-21.39,-3.8e-06,0.0,0.16,0.58,0.21839,0.999999,-81.106,यत्त्रैलोक्यमहीयसोऽपि महितं सम्मोहनं मोहनात् कान्तं कान्तिनिधानतोऽपि मधुरं माधुर्यधुर्यादपि ।,ಯತ್ತ್ರೈಲೋಕ್ಯಮಹೀಯಸೋಽಪಿ ಮಹಿತಂ ಸಮ್ಮೋಹನಂ ಮೋಹನಾತ್ ಕಾನ್ತಂ ಕಾನ್ತಿನಿಧಾನತೋಽಪಿ ಮಧುರಂ ಮಾಧುರ್ಯಧುರ್ಯಾದಪಿ,yattrElokyamahIyasopi mahitaM sammohanaM mohanAt kAntaM kAntiniDAnatopi maDuraM mADuryaDuryAdapi,38,"[{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""},{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""}]",,
nar_002_003_2,2,3,2,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.3.2.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.3.2.txt,सौन्दर्योत्तरतोऽपि सुन्दरतरं त्वद्रूपमाश्चर्यतोऽप्याश्चर्यं भुवने न कस्य कुतुकं पुष्णाति विष्णो विभो ॥,16.051383,44100,2,16,91,5.6693,,707866,-6.54,-21.749,-9.5e-06,0.0,0.14,0.32,0.26808,0.999999,-81.121,सौन्दर्योत्तरतोऽपि सुन्दरतरं त्वद्रूपमाश्चर्यतोऽप्याश्चर्यं भुवने न कस्य कुतुकं पुष्णाति विष्णो विभो ॥,ಸೌನ್ದರ್ಯೋತ್ತರತೋಽಪಿ ಸುನ್ದರತರಂ ತ್ವದ್ರೂಪಮಾಶ್ಚರ್ಯತೋಽಪ್ಯಾಶ್ಚರ್ಯಂ ಭುವನೇ ನ ಕಸ್ಯ ಕುತುಕಂ ಪುಷ್ಣಾತಿ ವಿಷ್ಣೋ ವಿಭೋ,sOndaryottaratopi sundarataraM tvadrUpamAScaryatopyAScaryaM Buvane na kasya kutukaM puzRAti vizRo viBo,38,"[{""syllables"":22,""weights"":""GGGLLGLGLLLGGGLGGLGGGG"",""meter"":""(22)""},{""syllables"":16,""weights"":""LLGLGLLLGGGLGGLG"",""meter"":""(16)""}]",,
nar_002_004_1,2,4,1,train,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dasakam 2.4.1.flac,/Users/shankararamasharma/Desktop/Vyoma Linguistic Labs/AI - AI Projects/Narayaneeyam/Dasakam 2/Narayaneeyam Dashakam 2.4.1.txt,तत्तादृङ्मधुरात्मकं तव वपुः सम्प्राप्य सम्पन्मयी सा देवी परमोत्सुका चिरतरं नास्ते स्वभक्तेष्वपि ।,15.987211,44100,2,16,85,5.3167,,705036,-6.117,-22.287,-5.6e-06,0.0,0.22,0.34,0.2816,0.999999,-81.11,तत्तादृङ्मधुरात्मकं तव वपुः सम्प्राप्य सम्पन्मयी सा देवी परमोत्सुका चिरतरं नास्ते स्वभक्तेष्वपि ।,ತತ್ತಾದೃಙ್ಮಧುರಾತ್ಮಕಂ ತವ ವಪುಃ ಸಮ್ಪ್ರಾಪ್ಯ ಸಮ್ಪನ್ಮಯೀ ಸಾ ದೇವೀ ಪರಮೋತ್ಸುಕಾ ಚಿರತರಂ ನಾಸ್ತೇ ಸ್ವಭಕ್ತೇಷ್ವಪಿ,tattAdfNmaDurAtmakaM tava vapuH samprApya sampanmayI sA devI paramotsukA cirataraM nAste svaBaktezvapi,38,"[{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""},{""syllables"":19,""weights"":""GGGLLGLGLLLGGGLGGLG"",""meter"":""śārdūlavikrīḍita(19)""}]",,
